ano,uf,status,origem,arquivo_7z,arquivos_lidos,observacoes_renda
2003,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/CE2003.7z,1,472753
2003,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/DF2003.7z,1,484051
2003,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/ES2003.7z,1,392146
2003,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/GO2003.7z,1,521310
2003,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/MA2003.7z,1,196787
2003,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/MG2003.7z,1,2111112
2003,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/MS2003.7z,1,249379
2003,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/MT2003.7z,1,308401
2003,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/PA2003.7z,1,391717
2003,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/PB2003.7z,1,211749
2003,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/PE2003.7z,1,634477
2003,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/PI2003.7z,1,131326
2003,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/PR2003.7z,1,1184340
2003,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/RJ2003.7z,1,1907751
2003,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/RN2003.7z,1,227055
2003,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/RO2003.7z,1,108094
2003,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/RR2003.7z,1,15251
2003,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/RS2003.7z,1,1246974
2003,SC,falhou_arquivo,download_temp,,0,0
2003,SE,falhou_arquivo,download_temp,,0,0
2003,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/SP2003.7z,1,5646075
2003,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/TO2003.7z,1,85689
2004,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/AC2004.7z,1,38237
2004,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/AL2004.7z,1,235495
2004,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/AM2004.7z,1,262569
2004,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/AP2004.7z,1,40537
2004,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/BA2004.7z,1,915088
2004,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/CE2004.7z,1,474878
2004,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/DF2004.7z,1,505427
2004,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/ES2004.7z,1,409015
2004,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/GO2004.7z,1,561032
2004,MA,falhou_arquivo,download_temp,,0,0
2004,MG,falhou_arquivo,download_temp,,0,0
2004,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/MS2004.7z,1,269521
2004,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/MT2004.7z,1,362973
2004,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/PA2004.7z,1,425810
2004,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/PB2004.7z,1,215199
2004,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/PE2004.7z,1,659176
2004,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/PI2004.7z,1,136453
2004,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/PR2004.7z,1,1269208
2004,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/RJ2004.7z,1,1964544
2004,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/RN2004.7z,1,245180
2004,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/RO2004.7z,1,120271
2004,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/RR2004.7z,1,14927
2004,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/RS2004.7z,1,1318574
2004,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/SC2004.7z,1,866188
2004,SE,falhou_arquivo,download_temp,,0,0
2004,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/SP2004.7z,1,5911699
2004,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2004/TO2004.7z,1,94906
2005,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/AC2005.7z,1,42315
2005,AL,falhou_arquivo,download_temp,,0,0
2005,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/AM2005.7z,1,290169
2005,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/AP2005.7z,1,44039
2005,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/BA2005.7z,1,1011581
2005,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/CE2005.7z,1,509473
2005,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/DF2005.7z,1,524495
2005,ES,falhou_arquivo,download_temp,,0,0
2005,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/GO2005.7z,1,596596
2005,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/MA2005.7z,1,233062
2005,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/MG2005.7z,1,2391517
2005,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/MS2005.7z,1,286875
2005,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/MT2005.7z,1,373272
2005,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/PA2005.7z,1,462449
2005,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/PB2005.7z,1,230177
2005,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/PE2005.7z,1,700890
2005,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/PI2005.7z,1,145274
2005,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/PR2005.7z,1,1321421
2005,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/RJ2005.7z,1,2021737
2005,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/RN2005.7z,1,265302
2005,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/RO2005.7z,1,126257
2005,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/RR2005.7z,1,18959
2005,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/RS2005.7z,1,1339029
2005,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/SC2005.7z,1,911796
2005,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/SE2005.7z,1,164456
2005,SP,falhou_arquivo,download_temp,,0,0
2005,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2005/TO2005.7z,1,102524
2006,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/AC2006.7z,1,48976
2006,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/AL2006.7z,1,269350
2006,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/AM2006.7z,1,271788
2006,AP,falhou_arquivo,download_temp,,0,0
2006,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/BA2006.7z,1,1070590
2006,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/CE2006.7z,1,557012
2006,DF,falhou_arquivo,download_temp,,0,0
2006,ES,falhou_arquivo,download_temp,,0,0
2006,GO,falhou_arquivo,download_temp,,0,0
2006,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/MA2006.7z,1,251680
2006,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/MG2006.7z,1,2560012
2006,MS,falhou_arquivo,download_temp,,0,0
2006,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/MT2006.7z,1,380683
2006,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/PA2006.7z,1,500341
2006,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/PB2006.7z,1,248011
2006,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/PE2006.7z,1,754917
2006,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/PI2006.7z,1,155016
2006,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/PR2006.7z,1,1383833
2006,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/RJ2006.7z,1,2126503
2006,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/RN2006.7z,1,284891
2006,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/RO2006.7z,1,132995
2006,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/RR2006.7z,1,20669
2006,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/RS2006.7z,1,1364965
2006,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/SC2006.7z,1,971200
2006,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/SE2006.7z,1,184914
2006,SP,falhou_arquivo,download_temp,,0,0
2006,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2006/TO2006.7z,1,107095
2007,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/AC2007.7z,1,51085
2007,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/AL2007.7z,1,278093
2007,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/AM2007.7z,1,303528
2007,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/AP2007.7z,1,53150
2007,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/BA2007.7z,1,1133647
2007,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/CE2007.7z,1,603048
2007,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/DF2007.7z,1,584452
2007,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/ES2007.7z,1,513748
2007,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/GO2007.7z,1,707882
2007,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/MA2007.7z,1,290878
2007,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/MG2007.7z,1,2707896
2007,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/MS2007.7z,1,345281
2007,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/MT2007.7z,1,426214
2007,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/PA2007.7z,1,541523
2007,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/PB2007.7z,1,266286
2007,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/PE2007.7z,1,795543
2007,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/PI2007.7z,1,165906
2007,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/PR2007.7z,1,1489660
2007,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/RJ2007.7z,1,2280697
2007,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/RN2007.7z,1,297191
2007,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/RO2007.7z,1,144349
2007,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/RR2007.7z,1,25226
2007,RS,falhou_arquivo,download_temp,,0,0
2007,SC,falhou_arquivo,download_temp,,0,0
2007,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/SE2007.7z,1,195951
2007,SP,falhou_arquivo,download_temp,,0,0
2007,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2007/TO2007.7z,1,120403
2008,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/AC2008.7z,1,58186
2008,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/AL2008.7z,1,292384
2008,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/AM2008.7z,1,341840
2008,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/AP2008.7z,1,57959
2008,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/BA2008.7z,1,1230889
2008,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/CE2008.7z,1,664604
2008,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/DF2008.7z,1,617625
2008,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/ES2008.7z,1,552558
2008,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/GO2008.7z,1,791280
2008,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/MA2008.7z,1,331501
2008,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/MG2008.7z,1,2932395
2008,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/MS2008.7z,1,369912
2008,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/MT2008.7z,1,474106
2008,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/PA2008.7z,1,590014
2008,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/PB2008.7z,1,301584
2008,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/PE2008.7z,1,862606
2008,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/PI2008.7z,1,188887
2008,PR,falhou_arquivo,download_temp,,0,0
2008,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/RJ2008.7z,1,2418409
2008,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/RN2008.7z,1,323866
2008,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/RO2008.7z,1,163850
2008,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/RR2008.7z,1,30495
2008,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/RS2008.7z,1,1560206
2008,SC,falhou_arquivo,download_temp,,0,0
2008,SE,falhou_arquivo,download_temp,,0,0
2008,SP,falhou_arquivo,download_temp,,0,0
2008,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2008/TO2008.7z,1,132747
2009,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/AC2009.7z,1,63166
2009,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/AL2009.7z,1,306154
2009,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/AM2009.7z,1,338534
2009,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/AP2009.7z,1,60925
2009,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/BA2009.7z,1,1295120
2009,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/CE2009.7z,1,713923
2009,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/DF2009.7z,1,661963
2009,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/ES2009.7z,1,550129
2009,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/GO2009.7z,1,820633
2009,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/MA2009.7z,1,346711
2009,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/MG2009.7z,1,2935761
2009,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/MS2009.7z,1,364726
2009,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/MT2009.7z,1,489543
2009,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/PA2009.7z,1,583304
2009,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/PB2009.7z,1,309894
2009,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/PE2009.7z,1,917354
2009,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/PI2009.7z,1,202843
2009,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/PR2009.7z,1,1630964
2009,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/RJ2009.7z,1,2514259
2009,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/RN2009.7z,1,331182
2009,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/RO2009.7z,1,191441
2009,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/RR2009.7z,1,38845
2009,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/RS2009.7z,1,1555834
2009,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/SC2009.7z,1,1118801
2009,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/SE2009.7z,1,213824
2009,SP,falhou_arquivo,download_temp,,0,0
2009,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2009/TO2009.7z,1,134669
2010,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/AC2010.7z,1,70460
2010,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/AL2010.7z,1,324615
2010,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/AM2010.7z,1,375179
2010,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/AP2010.7z,1,64329
2010,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/BA2010.7z,1,1441191
2010,CE,falhou_arquivo,download_temp,,0,0
2010,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/DF2010.7z,1,695432
2010,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/ES2010.7z,1,589124
2010,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/GO2010.7z,1,898168
2010,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/MA2010.7z,1,399928
2010,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/MG2010.7z,1,3137071
2010,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/MS2010.7z,1,388931
2010,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/MT2010.7z,1,511382
2010,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/PA2010.7z,1,643662
2010,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/PB2010.7z,1,334778
2010,PE,falhou_arquivo,download_temp,,0,0
2010,PI,falhou_arquivo,download_temp,,0,0
2010,PR,falhou_arquivo,download_temp,,0,0
2010,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/RJ2010.7z,1,2711692
2010,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/RN2010.7z,1,362034
2010,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/RO2010.7z,1,224803
2010,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/RR2010.7z,1,42550
2010,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/RS2010.7z,1,1687636
2010,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/SC2010.7z,1,1198844
2010,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/SE2010.7z,1,233027
2010,SP,falhou_arquivo,download_temp,,0,0
2010,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2010/TO2010.7z,1,147260
2011,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/AC2011.7z,1,72372
2011,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/AL2011.7z,1,347561
2011,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/AM2011.7z,1,399990
2011,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/AP2011.7z,1,70965
2011,BA,falhou_arquivo,download_temp,,0,0
2011,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/CE2011.7z,1,874091
2011,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/DF2011.7z,1,727749
2011,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/ES2011.7z,1,612552
2011,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/GO2011.7z,1,963639
2011,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/MA2011.7z,1,428318
2011,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/MG2011.7z,1,3240034
2011,MS,falhou_arquivo,download_temp,,0,0
2011,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/MT2011.7z,1,556389
2011,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/PA2011.7z,1,695267
2011,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/PB2011.7z,1,366338
2011,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/PE2011.7z,1,1116688
2011,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/PI2011.7z,1,244069
2011,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/PR2011.7z,1,1838601
2011,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/RJ2011.7z,1,2825290
2011,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/RN2011.7z,1,384821
2011,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/RO2011.7z,1,237710
2011,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/RR2011.7z,1,47814
2011,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/RS2011.7z,1,1760029
2011,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/SC2011.7z,1,1260622
2011,SE,falhou_arquivo,download_temp,,0,0
2011,SP,falhou_arquivo,download_temp,,0,0
2011,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2011/TO2011.7z,1,153222
2012,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/AC2012.7z,1,75889
2012,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/AL2012.7z,1,358316
2012,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/AM2012.7z,1,416000
2012,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/AP2012.7z,1,75596
2012,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/BA2012.7z,1,1557816
2012,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/CE2012.7z,1,900721
2012,DF,falhou_arquivo,download_temp,,0,0
2012,ES,falhou_arquivo,download_temp,,0,0
2012,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/GO2012.7z,1,999321
2012,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/MA2012.7z,1,451680
2012,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/MG2012.7z,1,3299342
2012,MS,falhou_arquivo,download_temp,,0,0
2012,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/MT2012.7z,1,591224
2012,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/PA2012.7z,1,719217
2012,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/PB2012.7z,1,384224
2012,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/PE2012.7z,1,1170513
2012,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/PI2012.7z,1,257309
2012,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/PR2012.7z,1,1899145
2012,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/RJ2012.7z,1,2898289
2012,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/RN2012.7z,1,396902
2012,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/RO2012.7z,1,241814
2012,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/RR2012.7z,1,49091
2012,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/RS2012.7z,1,1797956
2012,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2012/SC2012.7z,1,1278730
